Name	Age	Nationality	Club	Value	Wage
K. Michael	18.0	Nigeria	Perugia	925000.0	3000.0
Rong Hao	31.0	China PR	Shanghai Greenland Shenhua FC	300000.0	4000.0
J. Szmatuła	37.0	Poland	Piast Gliwice	30000.0	1000.0
J. Ward	22.0	England	Peterborough United	3200000.0	3000.0
M. Perdijić	36.0		Zagłębie Sosnowiec	60000.0	1000.0
	25.0	Scotland	Hamilton Academical FC	475000.0	2000.0
	28.0	Senegal	Dundee FC	475000.0	2000.0
T. Nishimura	21.0	Japan	PFC CSKA Moscow	625000.0	1000.0
André Sousa	20.0	Portugal	Vitória de Setúbal	6000000.0	1000.0
J. Amon	19.0	United States	FC Nordsjælland	975000.0	2000.0
A. Parmak	23.0		Trabzonspor	625000.0	6000.0
C. Gustafsson	31.0	Sweden	IK Sirius	375000.0	1000.0
J. Bowery	26.0	England	Crewe Alexandra	550000.0	5000.0
Zhao Honglue	28.0	China PR	Tianjin TEDA FC	350000.0	3000.0
J. Arvidsson	33.0	Sweden	IK Sirius	170000.0	1000.0
K. Abazaj	21.0	Albania	RSC Anderlecht	650000.0	4000.0
Cidinho	25.0	Brazil	AS Béziers	600000.0	1000.0
Marcelo Freitas	24.0		FC Energie Cottbus	575000.0	1000.0
B. Jopek	24.0	Germany	Hallescher FC	600000.0	1000.0
A. Masuyama	21.0	Japan	Vissel Kobe		2000.0
F. Flecker	22.0	Austria	TSV Hartberg	675000.0	2000.0
M. Zimmer	25.0	Germany	FC Energie Cottbus	575000.0	1000.0
K. Furuhashi	23.0	Japan	Vissel Kobe	600000.0	2000.0
	21.0	France	AS Nancy Lorraine	24000000.0	2000.0
	17.0	Netherlands		800000.0	1000.0
Julen López	22.0	Spain	SD Eibar	625000.0	4000.0
S. Svarnas	23.0	Greece	AEK Athens		1000.0
K. Bryan	21.0	England	Sheffield United	775000.0	2000.0
Joaninho Chagas	30.0	Brazil	Sport Club do Recife	425000.0	4000.0
P. Schmidt	19.0	Austria	FC Admira Wacker Mödling	725000.0	2000.0
N. Schiappacasse	19.0		CF Rayo Majadahonda	975000.0	5000.0
L. Ainsworth	30.0	England	Plymouth Argyle	425000.0	3000.0
M. Ellingsen	23.0	Norway		650000.0	2000.0
S. Mamba	24.0	Germany	FC Energie Cottbus	600000.0	1000.0
R. Marquez	26.0	United States	Philadelphia Union	450000.0	2000.0
I. Çipe	23.0	Turkey	Galatasaray SK	525000.0	7000.0
	20.0	Germany	1. FC Nürnberg		4000.0
P. Prosenik	25.0	Austria	SV Mattersburg	575000.0	5000.0
E. Galekovic	37.0	Australia	Melbourne City FC	30000.0	1000.0
L. Schnellbacher	24.0	Germany	VfR Aalen	625000.0	1000.0
Sergio López	19.0	Spain		875000.0	9000.0
J. Bond	25.0	England	West Bromwich Albion	425000.0	
Q. Braat	20.0	France	FC Nantes		3000.0
C. Romero	20.0	Argentina	Genoa	900000.0	
Mairdel Sampaio		Brazil	América FC (Minas Gerais)	425000.0	4000.0
A. Absalem	21.0	Netherlands		575000.0	2000.0
Lee Yun Pyo	33.0	Korea Republic	Incheon United FC	180000.0	1000.0
H. Akpan	26.0	Nigeria	Bradford City	525000.0	
J. Faucher	26.0	France	Red Star FC	550000.0	2000.0
	28.0	Germany	SG Dynamo Dresden	375000.0	4000.0
J. Cano	28.0	Colombia	Jaguares de Córdoba	120000.0	1000.0
J. Cortizo	22.0	Mexico	Querétaro	675000.0	2000.0
P. Breitkreuz	26.0	Germany	FC Würzburger Kickers	550000.0	2000.0
K. Rendón	25.0	Colombia	Itagüí Leones FC	600000.0	1000.0
M. Lüftner	24.0	Czech Republic	FC København	500000.0	4000.0
J. Mårtensson	29.0	Sweden	Örebro SK		2000.0
A. Bernede	19.0	France	Paris Saint-Germain	750000.0	
R. Iio	27.0		V-Varen Nagasaki	475000.0	1000.0
A. Zamora	26.0	Mexico	Puebla FC	450000.0	2000.0
S. Rudol	23.0	Poland	Pogoń Szczecin	500000.0	1000.0
S. Tanabe	28.0	Japan	FC Tokyo	450000.0	3000.0
J. Clarke	23.0	England	Brentford	525000.0	7000.0
D. Hofbauer	27.0	Austria	SKN St. Pölten	475000.0	4000.0
M. Cebula		Poland	Korona Kielce	625000.0	1000.0
K. Baccus	26.0		Melbourne City FC		3000.0
K. Świderski	21.0	Poland	Jagiellonia Białystok	750000.0	2000.0
Romera	30.0	Spain	UD Almería	325000.0	2000.0
G. Álvarez	26.0	Bolivia	Al Hazem	575000.0	3000.0
M. Meilinger		Austria	SCR Altach	475000.0	3000.0
M. Wieteska		Poland	Legia Warszawa	575000.0	2000.0
Allef	23.0	Brazil	Vitória de Setúbal		2000.0
L. Gonnelli	25.0	Italy	Livorno	525000.0	1000.0
Y. Demoncy	22.0	France	US Orléans Loiret Football	575000.0	1000.0
N. Knight-Percival	31.0	England	Bradford City	300000.0	
R. Allen	28.0	United States	Orlando City SC	350000.0	2000.0
Bruno Silva	25.0	Brazil	Moreirense FC	475000.0	1000.0
D. Perić	23.0	Croatia	Dinamo Zagreb	500000.0	1000.0
G. Martínez	29.0	Chile	San Luis de Quillota	13500000.0	1000.0
Cho Suk Jae	25.0	Korea Republic		575000.0	2000.0
J. García	29.0	Colombia	La Equidad	1100000.0	1000.0
F. Hormazábal	22.0	Chile	CD O'Higgins	775000.0	2000.0
D. Perquis	34.0	Poland	GFC Ajaccio	600000.0	1000.0
S. Piesinger	26.0	Austria	SCR Altach	400000.0	3000.0
F. Woodman	21.0	England	Newcastle United	825000.0	
T. Amang	20.0	Cameroon	Molde FK	825000.0	2000.0
H. Delbridge	26.0	Australia	Melbourne City FC	450000.0	3000.0
M. Pedersen	28.0	Denmark	SønderjyskE	1800000.0	3000.0
C. Smith	22.0	Scotland		600000.0	2000.0
C. Nielsen	24.0	Denmark	Odense Boldklub		3000.0
Z. Sanogo		Burkina Faso	TSV Hartberg	750000.0	2000.0
H. Weigelt		Germany		725000.0	2000.0
Kim Soo Beom	27.0	Korea Republic	Jeju United FC	375000.0	2000.0
	22.0	England	Shrewsbury	725000.0	2000.0
J. Aigner	37.0		SCR Altach	160000.0	3000.0
P. Ceccaroni	22.0	Italy		525000.0	1000.0
O. Aydoğan	21.0	Germany	Beşiktaş JK	600000.0	7000.0
Hong Jeong Un	23.0	Korea Republic	Daegu FC	575000.0	1000.0
M. Soisalo	20.0		SV Zulte-Waregem		3000.0
G. Loiacono	26.0	Italy	Foggia	400000.0	1000.0
J. Aguirre	21.0	Colombia	Itagüí Leones FC	950000.0	1000.0
Tiago Marques	30.0	Brazil	Jeju United FC	425000.0	2000.0
M. Pietrowski	30.0	Poland	Piast Gliwice	325000.0	2000.0
J. Laursen	23.0	Denmark	Odense Boldklub	525000.0	3000.0
A. Tanaka	30.0	Japan	Cerezo Osaka	425000.0	2000.0
J. Goitia	23.0	Argentina	San Martín de San Juan	525000.0	3000.0
J. Thiaré	25.0	Senegal	Le Havre AC	600000.0	2000.0
A. Monsecour	22.0	Belgium	Sporting Lokeren	550000.0	3000.0
D. Niepsuj	22.0	Poland	Pogoń Szczecin	525000.0	1000.0
F. Henríquez	23.0	Argentina	Godoy Cruz	625000.0	3000.0
Lucas França	22.0	Brazil	CD Nacional	550000.0	2000.0
F. Kastrati	26.0	Kosovo	Kristiansund BK	550000.0	1000.0
M. Janzer	26.0	Germany	Eintracht Braunschweig	525000.0	2000.0
B. Uaferro	26.0	Germany	SC Fortuna Köln	475000.0	1000.0
M. Uhre	23.0	Denmark	Brøndby IF	650000.0	6000.0
A. Stølås	29.0	Norway	FK Haugesund	350000.0	1000.0
S. Mallan	22.0	Scotland	Hibernian	750000.0	2000.0
S. Roa	22.0	Colombia	Patriotas Boyacá FC	600000.0	1000.0
Cho Sung Hwan	36.0	Korea Republic	Jeonbuk Hyundai Motors		2000.0
M. Heinloth	26.0	Germany	Zagłębie Sosnowiec	450000.0	1000.0
K. Fisher	24.0	United States	Montreal Impact	475000.0	2000.0
A. Aremu	18.0	Nigeria	IK Start	850000.0	1000.0
A. Fein	19.0	Germany	 SSV Jahn Regensburg	950000.0	6000.0
R. Bowman	26.0	England	Motherwell	550000.0	2000.0
N. Karger	25.0	Germany	TSV 1860 München	575000.0	2000.0
D. Osei Yaw	19.0	France	Toulouse Football Club	750000.0	3000.0
M. Naderi	21.0	Iran	KV Kortrijk		2000.0
K. Dobras	25.0	Austria	SCR Altach	525000.0	3000.0
I. Faraj	19.0	France	LOSC Lille	975000.0	3000.0
C. Mallace	28.0	Scotland	Los Angeles FC	375000.0	2000.0
D. Serna	24.0			600000.0	2000.0
C. Nöthe	30.0	Germany	DSC Arminia Bielefeld	425000.0	4000.0
J. Allansson	25.0		Randers FC	550000.0	3000.0
Han Kook Young	28.0	Korea Republic	Gangwon FC	450000.0	2000.0
N. Tripichio	22.0	Argentina	Defensa y Justicia	625000.0	2000.0
A. Walkes	21.0	England	Portsmouth	575000.0	
A. Dozzell	19.0	England	Ipswich Town	950000.0	1000.0
Kim Dong Suk	31.0	Korea Republic	Incheon United FC	375000.0	2000.0
C. Masuda	33.0	Japan	Shimizu S-Pulse	180000.0	
G. Kongshavn	27.0		Tromsø IL	350000.0	1000.0
S. Neville	29.0	Australia	Perth Glory	350000.0	2000.0
R. Raveloson	21.0	Madagascar	ESTAC Troyes	575000.0	1000.0
T. Kadewere	22.0	Zimbabwe	Le Havre AC	675000.0	2000.0
T. Dieng	26.0	France	Southend United	450000.0	2000.0
O. Atasayar	23.0	Turkey	Bursaspor	575000.0	3000.0
C. Tilt	26.0	England	Blackpool	475000.0	2000.0
Álex Centelles	18.0	Spain	Valencia CF	700000.0	3000.0
R. Jackson	27.0	England	Colchester United	375000.0	3000.0
V. Milke	23.0	Mexico	Querétaro	575000.0	2000.0
C. Rojas	32.0	Chile	CD Antofagasta	260000.0	1000.0
Steven Prieto	20.0		Real Oviedo	775000.0	2000.0
Ko Seul Ki	32.0	Korea Republic	Incheon United FC	260000.0	1000.0
M. Campos	29.0	Chile	Audax Italiano	1000000.0	1000.0
G. Rivas	22.0	Chile	San Luis de Quillota	4000000.0	1000.0
Pep Biel	21.0	Spain	Real Zaragoza		2000.0
F. Darwish	26.0	Saudi Arabia	Al Wehda	375000.0	5000.0
R. Arciero	25.0	Argentina	Club Atlético Banfield	500000.0	3000.0
A. Pinamonti	19.0	Italy	Frosinone	975000.0	6000.0
L. Luna	30.0	Ecuador	Independiente Medellín	325000.0	1000.0
B. Evans		United States	Sporting Kansas City		2000.0
J. O'Sullivan	24.0		Blackpool	575000.0	2000.0
P. Schorr	23.0	Germany	VfR Aalen	500000.0	1000.0
Kim Shin	23.0	Korea Republic	Gyeongnam FC	625000.0	2000.0
B. Touré	23.0	Ivory Coast	Córdoba CF	2500000.0	2000.0
R. Sweeney	21.0	Republic of Ireland	Mansfield Town	575000.0	6000.0
E. Zambataro	19.0	Italy	Padova	600000.0	
N. Rasskazov	20.0	Russia	Spartak Moscow	675000.0	1000.0
F. Piovaccari	33.0	Italy	Córdoba CF	280000.0	3000.0
A. Lomovitskiy	20.0	Russia	Spartak Moscow	1000000.0	1000.0
Shin Kwang Hoon	31.0	Korea Republic	FC Seoul	300000.0	2000.0
M. Kuttin	24.0	Austria	FC Admira Wacker Mödling	400000.0	2000.0
K. Pallesen	28.0	Denmark	Aalborg BK	350000.0	3000.0
O. Álvarez	23.0	Colombia	Patriotas Boyacá FC	675000.0	1000.0
B. Straetman	20.0	Belgium	Sporting Lokeren	700000.0	3000.0
G. Middleton	18.0	Scotland	Rangers FC	925000.0	6000.0
J. Eskesen	19.0	Denmark	Odense Boldklub	750000.0	2000.0
Guillem Jaime	19.0	Spain	FC Barcelona	975000.0	13000.0
R. Ranftl	26.0	Austria	LASK Linz		3000.0
J. Grant	30.0	Jamaica	Plymouth Argyle	1200000.0	3000.0
M. Yıldırım	31.0	Turkey	Yeni Malatyaspor	1400000.0	3000.0
		Norway	Tromsø IL	700000.0	1000.0
N. Bertocchi	29.0	Argentina	Club Deportes Temuco	425000.0	1000.0
A. Camigliano	23.0	Italy	Cittadella	525000.0	1000.0
U. Saltnes	25.0	Norway	FK Bodø/Glimt	550000.0	1000.0
I. Harkes	23.0	United States	DC United	625000.0	2000.0
D. Kelly	27.0	Jamaica	DC United	525000.0	2000.0
José González	22.0	Spain	Granada CF	675000.0	2000.0
C. Dikamona	28.0	Congo	Heart of Midlothian	425000.0	2000.0
J. Maurer	29.0	United States		300000.0	2000.0
	27.0	Canada	Toronto FC	375000.0	2000.0
	31.0	Switzerland	FC Luzern	300000.0	3000.0
M. Ngombo	23.0	Belgium	Ascoli	650000.0	1000.0
J. Ibarra	29.0	Mexico		425000.0	2000.0
F. Affolter	27.0	Switzerland		375000.0	2000.0
L. Mai	18.0	Germany	FC Bayern München	850000.0	5000.0
P. Jerez	33.0	Chile	CD Antofagasta	350000.0	1000.0
A. Al Bishi	24.0	Saudi Arabia	Al Faisaly	600000.0	5000.0
D. Watts	21.0	Republic of Ireland	Shamrock Rovers	875000.0	1000.0
S. Reyes	20.0	Mexico	Monarcas Morelia	1000000.0	2000.0
	20.0	Italy	SPAL	700000.0	2000.0
M. Seegert	24.0	Germany	SV Sandhausen	525000.0	1000.0
D. Lewington	34.0	England	Milton Keynes Dons	130000.0	3000.0
Fran García	18.0	Spain	Real Madrid	550000.0	9000.0
G. Mebrahtu	27.0	Australia	Sparta Praha	475000.0	1000.0
V. Screciu	18.0	Romania	KRC Genk	850000.0	1000.0
	21.0	Portugal	GD Chaves	875000.0	2000.0
D. Massey	30.0	Republic of Ireland	Dundalk	325000.0	1000.0
M. O'Hara	22.0	Scotland	Peterborough United	650000.0	3000.0
J. Augustinsson		Sweden	Djurgårdens IF		
L. Pérez	29.0	Mexico	Club Necaxa	550000.0	
Gerard Oliva	28.0	Spain	Cracovia	475000.0	2000.0
J. Hamilton	24.0	Scotland	Dundee FC		1000.0
L. McGee	22.0	England	Portsmouth	550000.0	
T. Alfaro	25.0	Mexico	Seattle Sounders FC	500000.0	2000.0
M. Wagner	31.0	Germany	SV Meppen	400000.0	1000.0
A. Awaji	28.0	Saudi Arabia	Al Ahli	450000.0	8000.0
M. Ćosić	24.0	Croatia	FK Haugesund	500000.0	1000.0
D. McNeil		England	Burnley	925000.0	5000.0
P. Charruau	24.0	France	Red Star FC	425000.0	1000.0
S. Sarr	22.0	Senegal	FC Lorient	625000.0	1000.0
T. Pearce	20.0	England	Leeds United	900000.0	6000.0
T. Oakley-Boothe	18.0	England	Tottenham Hotspur	925000.0	7000.0
S. Ichazo	26.0	Uruguay	Torino	325000.0	6000.0
D. Daniels	24.0	Montserrat	Blackpool	500000.0	2000.0
A. Ariano		Panama	Patriotas Boyacá FC	450000.0	1000.0
B. Kallman	27.0	United States		450000.0	2000.0
D. Lovren		Croatia	Fortuna Düsseldorf	16000000.0	3000.0
Li Wei	33.0	China PR	Shandong Luneng TaiShan FC	180000.0	4000.0
H. Silva	26.0	Argentina	Defensa y Justicia	500000.0	3000.0
K. Coulibaly	25.0	France	Willem II	1900000.0	2000.0
	20.0	France	Stade Malherbe Caen	800000.0	4000.0
J. Mellis	27.0	England	Mansfield Town	475000.0	5000.0
S. Demhasaj	22.0	Switzerland	FC Luzern	775000.0	3000.0
M. Di Piazza		Italy	Cosenza	425000.0	1000.0
B. Fernández	26.0	Colombia	Deportivo Pasto	5500000.0	1000.0
S. Binakaj	29.0	Albania	SG Sonnenhof Großaspach	450000.0	2000.0
Zhou Haibin	32.0	China PR	Shandong Luneng TaiShan FC	260000.0	4000.0
S. Leyton	25.0	Chile	CD Everton de Viña del Mar	600000.0	1000.0
C. Dagba	19.0	France	Paris Saint-Germain	875000.0	5000.0
P. Müller	23.0	Germany	SC Preußen Münster	600000.0	
I. Jukić	22.0	Croatia	Korona Kielce	625000.0	1000.0
K. Zohi	21.0		RC Strasbourg Alsace	825000.0	3000.0
S. Jombati	30.0	Portugal	Wycombe Wanderers	325000.0	2000.0
J. Cox	24.0	Panama	América de Cali	575000.0	1000.0
	32.0	United States	San Jose Earthquakes	250000.0	2000.0
D. Parra	26.0	Colombia	Patriotas Boyacá FC	475000.0	1000.0
Leonardo Freijão	34.0	Brazil	Ceará Sporting Club		4000.0
D. Powell	27.0	England	Northampton Town	475000.0	4000.0
D. Potts	24.0	England	Luton Town	525000.0	2000.0
J. Vidović	29.0	Slovenia	SV Meppen	400000.0	
O. Sowunmi	22.0	England	Yeovil Town	500000.0	2000.0
J. Bertilsson	30.0				2000.0
J. Bachmann	22.0	Germany	FC Würzburger Kickers	500000.0	2000.0
P. Heerwagen	35.0	Germany	FC Ingolstadt 04	110000.0	3000.0
B. McNamee	26.0	Republic of Ireland	Cork City	550000.0	1000.0
J. Aspropotamitis	22.0	Australia		575000.0	1000.0
M. Palčič	25.0	Slovenia	Wisła Kraków	450000.0	2000.0
M. Ristić	22.0	Serbia	Sparta Praha	600000.0	
N. Tyson	36.0	England	Wycombe Wanderers	150000.0	2000.0
	26.0	Saudi Arabia	Al Shabab	375000.0	6000.0
C. Agnelli	32.0	Italy	Foggia	350000.0	1000.0
Lee Sang Heon	20.0	Korea Republic	Jeonnam Dragons	675000.0	2000.0
B. Bronico		United States	Chicago Fire	625000.0	2000.0
M. Okugawa	22.0	Japan	Holstein Kiel	675000.0	6000.0
T. Obadeyi	28.0		FC Sochaux-Montbéliard	450000.0	2000.0
A. Guira	30.0	Burkina Faso	Aarhus GF	425000.0	3000.0
Liu Jian	33.0			180000.0	3000.0
C. Wighton	20.0	Scotland	Heart of Midlothian	775000.0	2000.0
Y. Segawa	24.0	Japan	Kashiwa Reysol	625000.0	3000.0
K. Chinen	23.0		Kawasaki Frontale	575000.0	2000.0
I. Abass	19.0	Ghana	1. FSV Mainz 05	850000.0	3000.0
J. Stacey		England	Luton Town	625000.0	2000.0
M. Aebischer	21.0	Switzerland	BSC Young Boys	800000.0	4000.0
S. Rakowitz	28.0	Austria	FC Wacker Innsbruck	450000.0	3000.0
Diego Alende	20.0	Spain	RC Celta	650000.0	3000.0
S. Clare	21.0	England	Heart of Midlothian	775000.0	2000.0
M. Exslager	27.0	Germany		525000.0	1000.0
A. Noppert	24.0	Netherlands	Foggia	425000.0	1000.0
Hu Yanqiang	25.0		Beijing Sinobo Guoan FC	550000.0	4000.0
N. Gil	21.0	Colombia	Independiente Santa Fe	700000.0	1000.0
A. Wordsworth	29.0	England	AFC Wimbledon	425000.0	2000.0
Andújar	26.0	Spain	CF Rayo Majadahonda	475000.0	2000.0
P. Koch	27.0	Switzerland	FC St. Gallen	425000.0	3000.0
G. Puel	26.0	France	GFC Ajaccio	425000.0	1000.0
G. Francomb		England	Crawley Town	475000.0	3000.0
D. McMillan		Republic of Ireland	St. Johnstone FC	450000.0	2000.0
A. Flores		El Salvador	Portland Timbers	475000.0	2000.0
K. Anderson	23.0	England	Swindon Town	600000.0	3000.0
V. De Marco	25.0	Argentina	Lech Poznań	500000.0	2000.0
Z. Erkilinc	20.0	Netherlands	Heracles Almelo	725000.0	2000.0
Jiang Liang	28.0	China PR	Guizhou Hengfeng FC	350000.0	3000.0
U. Meras	22.0	Turkey	Bursaspor	600000.0	3000.0
E. Johansen	25.0	Norway	Sandefjord Fotball	425000.0	1000.0
O. Threlkeld		England	Waasland-Beveren	500000.0	2000.0
T. Anderson	24.0	England	Doncaster Rovers	500000.0	2000.0
F. Moufi	22.0	Morocco	CD Tondela	575000.0	1000.0
R. Williams	19.0	England	Manchester United	2400000.0	8000.0
Carlitos	33.0	Spain	CF Rayo Majadahonda	7000000.0	2000.0
E. Iñíguez	21.0	Argentina	Club Atlético Aldosivi	625000.0	2000.0
B. Hušidić	31.0		LA Galaxy	375000.0	2000.0
S. Longstaff	20.0	England	Newcastle United	975000.0	7000.0
C. Sammon	31.0	Republic of Ireland	Motherwell	400000.0	2000.0
M. Wolfram	21.0	Germany	FC Carl Zeiss Jena	800000.0	1000.0
M. Faško	23.0	Slovakia	Eintracht Braunschweig	525000.0	3000.0
O. Fane	24.0	France	Oldham Athletic	525000.0	3000.0
Xesc Regis	21.0	Spain	SD Eibar	700000.0	4000.0
F. Marković		Serbia	Racing Club de Lens	525000.0	3000.0
F. Rawson	21.0	England	Forest Green Rovers	525000.0	2000.0
M. Dauda	20.0	Ghana	RSC Anderlecht	775000.0	4000.0
K. Ward	27.0	Republic of Ireland	Bohemian FC	475000.0	1000.0
L. Hägg-Johansson	23.0	Sweden	Kalmar FF	425000.0	1000.0
M. Pinto	24.0	Argentina	Club Atlético Lanús	375000.0	3000.0
Song Si Woo	24.0	Korea Republic	Sangju Sangmu FC	575000.0	1000.0
M. Halsti	34.0	Finland	Esbjerg fB	140000.0	2000.0
Viti	20.0	Spain	Real Oviedo	800000.0	2000.0
E. Jónsson	29.0	Iceland	SønderjyskE	350000.0	3000.0
A. Deiola		Italy	Parma	675000.0	6000.0
Adrián Rocheira	34.0	Brazil	Atlético Paranaense		3000.0
J. Bourdouxhe	27.0	Belgium	FC Emmen	375000.0	2000.0
N. Cameron	26.0	England	Macclesfield Town	475000.0	2000.0
O. Mandanda		France	FC Girondins de Bordeaux	800000.0	2000.0
P. Madden	28.0	Republic of Ireland	Fleetwood Town	475000.0	3000.0
V. Jalasto	32.0	Finland	HJK Helsinki	250000.0	1000.0
C. Cuesta	19.0	Colombia	Atlético Nacional	875000.0	1000.0
T. Kubo	17.0		Yokohama F. Marinos	975000.0	1000.0
B. Toma	19.0	Switzerland	FC Sion	950000.0	3000.0
E. Doyle	30.0	Republic of Ireland	Bradford City		3000.0
J. Nilsson	24.0	Sweden	IF Elfsborg	500000.0	1000.0
B. Chardonnet	23.0	France	Stade Brestois 29	675000.0	2000.0
D. Konstantopoulos	39.0	Greece	Middlesbrough	30000.0	
W. Geubbels	16.0	France	AS Monaco	1000000.0	5000.0
L. Quezada	22.0	Dominican Republic	Córdoba CF	800000.0	2000.0
R. Sánchez	34.0	Colombia	Millonarios FC	180000.0	1000.0
F. Lanzillotta	25.0	Argentina	Argentinos Juniors	425000.0	2000.0
A. Moreno	22.0	Chile	Deportes Iquique	575000.0	1000.0
Vagnão Junior	26.0	Brazil	Ceará Sporting Club	500000.0	5000.0
C. Greger	21.0	Germany	SpVgg Unterhaching	525000.0	1000.0
M. Salem		Saudi Arabia	Al Shabab	260000.0	6000.0
K. Alphonse	25.0	Ivory Coast	CD Feirense	450000.0	2000.0
J. Tosik	31.0	Poland	Zagłębie Lubin	300000.0	2000.0
S. Wharton	20.0	England	Lincoln City	725000.0	6000.0
A. Sigurðsson	19.0	Iceland	PFC CSKA Moscow	975000.0	1000.0
J. Welzmüller	28.0	Germany	SpVgg Unterhaching	375000.0	2000.0
O. Kiomourtzoglou	20.0		SpVgg Unterhaching	650000.0	1000.0
P. Taylor	30.0	England	Doncaster Rovers	425000.0	2000.0
P. Keita	26.0	Senegal	Waasland-Beveren	475000.0	3000.0
M. Leitgeb	30.0	Austria	Wolfsberger AC	325000.0	3000.0
N. Tapia	27.0	Colombia	Boyacá Chicó FC	375000.0	1000.0
	28.0	Italy	Cosenza	350000.0	1000.0
I. Marconi	28.0	Italy	US Cremonese	400000.0	1000.0
L. Martínez	31.0	Mexico	Tiburones Rojos de Veracruz	18000000.0	2000.0
	24.0		Al Ittihad	525000.0	6000.0
T. James	22.0	Wales	Yeovil Town	525000.0	2000.0
B. Vécsei	24.0	Hungary	FC Lugano	600000.0	2000.0
J. Dehm	22.0	Germany		600000.0	2000.0
M. Caufriez	21.0	Belgium	Waasland-Beveren	575000.0	2000.0
C. Rivera	22.0	Colombia	Deportivo Cali	600000.0	1000.0
D. Gray	30.0	Scotland	Hibernian	11000000.0	2000.0
Ricardo Rodrigues	23.0	Portugal	CD Aves	600000.0	3000.0
K. Shirai	24.0	Japan	Hokkaido Consadole Sapporo	600000.0	1000.0
J. Jønsson	25.0	Denmark		500000.0	4000.0
L. López	24.0	Honduras	Los Angeles FC	6000000.0	1000.0
G. Prósperi	33.0	Argentina	San Martín de San Juan		3000.0
F. Burmeister	28.0	Germany	Eintracht Braunschweig	375000.0	2000.0
K. Yeboah	24.0	Australia	SC Fortuna Köln	625000.0	1000.0
	21.0	Poland	Cracovia	675000.0	1000.0
F. Cristaldo	21.0	Argentina	San Martín de San Juan	550000.0	3000.0
P. Karlsson Lagemyr	21.0	Sweden	IFK Göteborg	625000.0	1000.0
M. Dräger	22.0	Tunisia	SC Paderborn 07	625000.0	4000.0
M. Quiroga	28.0	Argentina	Curicó Unido	475000.0	4000.0
K. Rimane	27.0	France	Paris Saint-Germain	450000.0	12000.0
F. Hurtado	35.0	Chile	CD Antofagasta	110000.0	1000.0
J. Hromada	22.0	Slovakia		575000.0	1000.0
R. Brown	22.0	England	Forest Green Rovers	600000.0	3000.0
Iuliano Alfaro	30.0	Brazil	Bahia	425000.0	3000.0
C. Burgess	26.0	England	Portsmouth	475000.0	3000.0
D. Olsen	33.0	Denmark	Hobro IK	270000.0	3000.0
E. Pinnock	25.0	England	Barnsley	525000.0	3000.0
B. Jamieson IV	21.0	United States	LA Galaxy	750000.0	2000.0
D. Payne	22.0	United States	Excelsior	525000.0	1000.0
J. Lillis	31.0	England	Rochdale	270000.0	1000.0
T. Chahed	22.0	Germany	1. FC Magdeburg	675000.0	3000.0
G. Warren	33.0	England	Yeovil Town	180000.0	2000.0
M. Özyıldırım	23.0	Turkey	Kayserispor	575000.0	3000.0
I. Boonen	19.0	Belgium	KV Oostende	850000.0	2000.0
	29.0	Chile	Audax Italiano	270000.0	1000.0
M. Kirkeskov	26.0	Denmark	Piast Gliwice	425000.0	2000.0
Y. Kobayashi	29.0	Japan	Nagoya Grampus	7500000.0	2000.0
L. Gómez	22.0	Argentina	Club Atlético Banfield	775000.0	3000.0
A. Bruno	34.0	Italy	Livorno	220000.0	1000.0
M. Biskupović	29.0	Chile	Unión La Calera	350000.0	1000.0
P. Leciejewski	33.0	Poland	Zagłębie Lubin	230000.0	1000.0
N. Gulan	29.0	Serbia	Royal Excel Mouscron		3000.0
A. Askar	32.0	Ethiopia	Sarpsborg 08 FF	250000.0	1000.0
F. Schiller	28.0	Germany	VfL Osnabrück	400000.0	1000.0
F. Herzenbruch	25.0	Germany	SC Paderborn 07	475000.0	3000.0
S. Pinas	20.0	Netherlands	ADO Den Haag	675000.0	2000.0
D. Myrestam	31.0	Sweden	GIF Sundsvall	300000.0	1000.0
Lee Ji Nam	33.0	Korea Republic	Jeonnam Dragons	180000.0	2000.0
A. Al Kassar	27.0	Saudi Arabia	Al Faisaly	300000.0	4000.0
	30.0		Millonarios FC	300000.0	1000.0
K. Fickentscher	29.0	Switzerland	FC Sion	350000.0	5000.0
R. Allsop	26.0	England	Wycombe Wanderers	400000.0	2000.0
B. Murphy		Republic of Ireland	Cardiff City	110000.0	5000.0
Y. Otubanjo	25.0	Nigeria	LASK Linz	575000.0	3000.0
K. Mensah	27.0	Denmark	Brøndby IF	475000.0	6000.0
S. Bösel	23.0	Germany	SG Sonnenhof Großaspach		1000.0
S. Schiek	28.0	Germany	SC Fortuna Köln	350000.0	1000.0
M. Cortés	35.0	Argentina	Curicó Unido	190000.0	1000.0
Jean Carlos	22.0	Brazil	Granada CF	675000.0	2000.0
	23.0	Turkey	SC Fortuna Köln	600000.0	
C. Psyché	29.0	France	Kristiansund BK	350000.0	1000.0
Q. Lecoeuche	24.0	France	US Orléans Loiret Football	525000.0	2000.0
Juli Morrinhos	30.0	Brazil	Chapecoense	425000.0	4000.0
P. Bürger	31.0	Austria		400000.0	5000.0
	30.0	Switzerland	FC Thun	325000.0	3000.0
F. Tchenkoua		Cameroon	FC Carl Zeiss Jena	525000.0	1000.0
L. Jensen	23.0	Denmark	Vendsyssel FF	625000.0	2000.0
A. Adam	23.0	Saudi Arabia	Al Taawoun	700000.0	5000.0
